donor_id,first_gift_amount,donation_channel,campaign_source,city,donor_age_band,first_gift_month,is_festival_season,communication_optin,time_on_first_visit_secs,donated_again
D3805,649,Card,Referral,Delhi,51+,12,0,0,146,1
D3806,2015,UPI,Website,Kanpur,26-35,10,1,1,69,1
D3807,157,Cash,SocialMedia,Kanpur,18-25,7,0,1,184,1
D3808,731,UPI,Event,Lucknow,36-50,11,1,1,100,1
D3809,230,UPI,Website,Lucknow,18-25,10,1,0,132,0
D3810,386,UPI,Referral,Other,36-50,5,0,1,165,0
D3811,466,Cash,Website,Lucknow,18-25,10,1,0,82,0
D3812,448,BankTransfer,SocialMedia,Other,18-25,10,1,1,104,0
D3813,414,Card,Event,Ghaziabad,36-50,6,0,0,173,1
D3814,605,UPI,SocialMedia,Ghaziabad,36-50,1,0,1,101,0
D3815,414,UPI,SocialMedia,Other,26-35,9,1,1,208,1
D3816,216,UPI,Event,Kanpur,36-50,5,0,1,70,1
D3817,1039,Cash,Website,Delhi,36-50,5,0,0,70,1
D3818,1019,UPI,SocialMedia,Kanpur,26-35,9,1,0,273,1
D3819,1086,BankTransfer,Website,Ghaziabad,51+,10,1,0,32,1
D3820,205,Card,Website,Kanpur,26-35,2,0,0,138,0
D3821,742,Card,Website,Lucknow,18-25,10,1,1,269,1
D3822,966,Cash,SocialMedia,Delhi,36-50,4,0,1,137,0
D3823,292,UPI,SocialMedia,Kanpur,26-35,7,0,0,234,1
D3824,606,Cash,SocialMedia,Kanpur,36-50,11,1,1,185,0
D3825,555,UPI,SocialMedia,Ghaziabad,18-25,3,0,0,139,0
D3826,2185,Cash,SocialMedia,Kanpur,18-25,3,0,0,130,0
D3827,2315,Card,SocialMedia,Ghaziabad,18-25,12,0,1,10,1
D3828,188,UPI,SocialMedia,Other,26-35,5,0,0,117,0
D3829,3449,Cash,SocialMedia,Kanpur,36-50,12,0,1,156,1
D3830,317,UPI,Referral,Ghaziabad,26-35,5,0,1,156,1
D3831,1196,UPI,Website,Ghaziabad,18-25,8,0,1,312,0
D3832,1187,Cash,SocialMedia,Kanpur,26-35,7,0,1,159,1
D3833,300,Card,Referral,Kanpur,18-25,12,0,1,184,1
D3834,850,BankTransfer,SocialMedia,Delhi,26-35,7,0,1,221,1
D3835,558,Card,Event,Lucknow,36-50,7,0,1,177,1
D3836,887,Card,Website,Other,18-25,6,0,0,133,1
D3837,707,UPI,Event,Ghaziabad,26-35,5,0,1,134,1
D3838,1391,UPI,SocialMedia,Lucknow,26-35,6,0,1,115,1
D3839,634,BankTransfer,SocialMedia,Other,18-25,6,0,1,171,0
D3840,535,UPI,Event,Other,26-35,10,1,0,128,0
D3841,1296,Card,Website,Other,26-35,1,0,0,183,0
D3842,904,UPI,Event,Kanpur,26-35,7,0,1,69,1
D3843,1005,UPI,Event,Other,18-25,7,0,0,150,0
D3844,378,Card,SocialMedia,Other,18-25,10,1,1,248,1
D3845,290,Cash,Event,Delhi,36-50,8,0,1,124,1
D3846,404,Cash,SocialMedia,Delhi,18-25,6,0,0,269,0
D3847,390,BankTransfer,Referral,Other,36-50,2,0,0,151,1
D3848,1044,UPI,Website,Ghaziabad,26-35,5,0,1,136,1
D3849,1192,Card,Event,Delhi,26-35,4,0,1,148,1
D3850,540,UPI,Website,Delhi,36-50,3,0,1,118,1
D3851,1639,Cash,SocialMedia,Delhi,26-35,9,1,1,10,1
D3852,1569,UPI,SocialMedia,Delhi,18-25,6,0,1,201,1
D3853,714,Card,Event,Kanpur,18-25,10,1,1,293,0
D3854,339,UPI,Event,Ghaziabad,36-50,2,0,0,173,0
D3855,1813,Cash,Website,Ghaziabad,26-35,12,0,1,177,1
D3856,577,Cash,Referral,Delhi,36-50,6,0,1,127,1
D3857,657,BankTransfer,SocialMedia,Delhi,26-35,4,0,0,221,0
D3858,475,UPI,SocialMedia,Other,26-35,5,0,1,137,1
D3859,323,BankTransfer,Website,Delhi,18-25,11,1,0,158,1
D3860,215,UPI,SocialMedia,Lucknow,18-25,9,1,1,30,0
D3861,937,UPI,SocialMedia,Kanpur,36-50,3,0,1,102,1
D3862,348,UPI,Referral,Lucknow,18-25,12,0,0,165,1
D3863,5124,UPI,Website,Other,51+,2,0,1,203,1
D3864,281,Card,Referral,Lucknow,18-25,4,0,1,205,1
D3865,250,UPI,SocialMedia,Other,26-35,9,1,1,29,0
D3866,860,UPI,SocialMedia,Other,18-25,7,0,1,36,0
D3867,1756,Card,Event,Ghaziabad,36-50,6,0,0,180,1
D3868,630,Cash,Referral,Delhi,18-25,12,0,0,87,0
D3869,898,Card,SocialMedia,Lucknow,26-35,10,1,0,202,0
D3870,166,Card,SocialMedia,Ghaziabad,51+,12,0,0,25,0
D3871,375,UPI,SocialMedia,Kanpur,26-35,4,0,0,133,0
D3872,284,Cash,Website,Kanpur,18-25,11,1,1,137,0
D3873,160,UPI,Website,Kanpur,36-50,3,0,0,173,1
D3874,653,UPI,Website,Lucknow,26-35,10,1,1,67,1
D3875,125,UPI,SocialMedia,Kanpur,18-25,7,0,0,10,0
D3876,239,Card,Website,Ghaziabad,26-35,8,0,0,151,0
D3877,413,UPI,Event,Lucknow,36-50,2,0,1,176,1
D3878,336,Card,SocialMedia,Ghaziabad,26-35,11,1,1,210,1
D3879,794,UPI,SocialMedia,Other,36-50,4,0,1,114,1
D3880,745,Card,Event,Ghaziabad,36-50,8,0,0,194,1
D3881,1125,Card,SocialMedia,Kanpur,26-35,2,0,1,174,0
D3882,1019,UPI,Referral,Other,18-25,12,0,0,232,0
D3883,1338,UPI,Event,Other,36-50,4,0,1,136,1
D3884,601,Card,SocialMedia,Delhi,26-35,10,1,1,18,1
D3885,744,Card,Website,Delhi,18-25,10,1,0,135,0
D3886,861,UPI,Website,Kanpur,18-25,7,0,1,146,1
D3887,665,Card,SocialMedia,Delhi,36-50,2,0,1,176,1
D3888,456,UPI,Website,Kanpur,18-25,4,0,0,32,1
D3889,477,UPI,SocialMedia,Ghaziabad,18-25,8,0,0,118,0
D3890,340,UPI,SocialMedia,Kanpur,18-25,7,0,1,200,0
D3891,808,Card,Website,Delhi,18-25,8,0,1,132,1
D3892,564,UPI,Event,Kanpur,51+,3,0,0,118,0
D3893,378,Card,SocialMedia,Kanpur,26-35,7,0,0,273,1
D3894,379,UPI,SocialMedia,Kanpur,36-50,2,0,1,65,1
D3895,258,Cash,Event,Delhi,36-50,6,0,0,226,1
D3896,1194,UPI,SocialMedia,Kanpur,26-35,2,0,1,211,0
D3897,636,Card,Referral,Lucknow,36-50,8,0,1,124,1
D3898,329,Cash,Event,Ghaziabad,51+,7,0,0,137,0
D3899,1060,UPI,Referral,Delhi,36-50,11,1,0,137,1
D3900,407,UPI,SocialMedia,Kanpur,36-50,6,0,1,152,1
D3901,225,Card,Website,Other,26-35,2,0,0,98,0
D3902,1230,BankTransfer,SocialMedia,Ghaziabad,36-50,3,0,0,110,1
D3903,413,BankTransfer,SocialMedia,Kanpur,18-25,10,1,0,115,0
D3904,452,UPI,SocialMedia,Kanpur,36-50,12,0,1,117,1
D3905,619,Cash,SocialMedia,Kanpur,26-35,1,0,1,118,1
D3906,1339,UPI,Referral,Ghaziabad,26-35,9,1,1,10,1
D3907,610,UPI,Website,Kanpur,36-50,6,0,0,146,1
D3908,260,Card,Website,Other,26-35,4,0,1,103,0
D3909,881,Card,Event,Lucknow,18-25,7,0,1,10,0
D3910,429,Card,Event,Kanpur,36-50,12,0,0,115,1
D3911,2256,Cash,Website,Ghaziabad,51+,3,0,1,113,1
D3912,601,UPI,Website,Kanpur,26-35,11,1,1,229,0
D3913,126,Card,Event,Kanpur,36-50,2,0,0,102,0
D3914,773,UPI,Website,Ghaziabad,36-50,9,1,1,186,1
D3915,2348,UPI,SocialMedia,Kanpur,36-50,1,0,1,236,1
D3916,1814,UPI,Referral,Kanpur,18-25,1,0,1,96,0
D3917,2168,BankTransfer,SocialMedia,Other,26-35,1,0,0,136,0
D3918,295,Card,SocialMedia,Delhi,36-50,10,1,1,261,0
D3919,1140,UPI,Referral,Other,51+,7,0,1,156,1
D3920,363,Card,SocialMedia,Kanpur,18-25,9,1,1,166,1
D3921,704,BankTransfer,SocialMedia,Other,18-25,2,0,0,111,1
D3922,247,BankTransfer,SocialMedia,Ghaziabad,18-25,12,0,0,188,0
D3923,383,Card,Event,Kanpur,36-50,10,1,1,137,1
D3924,375,UPI,Referral,Other,36-50,6,0,1,11,1
D3925,1129,Card,Website,Kanpur,26-35,11,1,0,115,0
D3926,1054,Cash,Event,Ghaziabad,18-25,2,0,1,57,1
D3927,731,BankTransfer,Referral,Other,18-25,4,0,0,147,1
D3928,234,Cash,Website,Lucknow,36-50,1,0,1,75,1
D3929,484,Card,Referral,Lucknow,18-25,2,0,1,173,1
D3930,357,UPI,SocialMedia,Ghaziabad,18-25,11,1,0,143,0
D3931,1106,Card,Event,Kanpur,18-25,5,0,1,52,1
D3932,1373,UPI,SocialMedia,Other,36-50,8,0,1,105,0
D3933,1261,UPI,SocialMedia,Kanpur,26-35,11,1,1,183,1
D3934,355,Card,Website,Kanpur,18-25,10,1,1,220,1
D3935,88,Card,SocialMedia,Kanpur,18-25,5,0,1,76,0
D3936,175,BankTransfer,Event,Other,51+,5,0,1,63,1
D3937,1628,Cash,Website,Delhi,26-35,2,0,0,276,0
D3938,454,BankTransfer,SocialMedia,Ghaziabad,26-35,10,1,1,139,1
D3939,356,Cash,Event,Other,18-25,12,0,0,146,1
D3940,1900,Cash,Website,Kanpur,18-25,7,0,0,88,1
D3941,1459,UPI,Referral,Other,36-50,6,0,0,155,0
D3942,612,Card,SocialMedia,Kanpur,36-50,11,1,1,260,1
D3943,490,UPI,Referral,Ghaziabad,26-35,5,0,0,157,0
D3944,549,UPI,Website,Kanpur,36-50,5,0,0,214,1
D3945,706,UPI,Website,Other,26-35,11,1,0,142,0
D3946,1845,Cash,SocialMedia,Other,36-50,5,0,0,68,1
D3947,809,Cash,Website,Lucknow,18-25,12,0,1,92,1
D3948,1000,BankTransfer,Website,Kanpur,18-25,2,0,0,61,1
D3949,1364,BankTransfer,SocialMedia,Kanpur,36-50,6,0,0,155,1
D3950,265,BankTransfer,Referral,Ghaziabad,51+,6,0,1,225,0
D3951,1021,UPI,Referral,Ghaziabad,36-50,4,0,0,151,1
D3952,490,BankTransfer,Event,Kanpur,36-50,12,0,1,118,0
D3953,103,Cash,Website,Delhi,36-50,6,0,1,84,1
D3954,136,BankTransfer,Event,Lucknow,36-50,11,1,1,164,0
D3955,295,UPI,Website,Other,18-25,3,0,0,53,1
D3956,873,UPI,Website,Ghaziabad,26-35,5,0,1,60,0
D3957,652,BankTransfer,SocialMedia,Ghaziabad,36-50,6,0,1,203,1
D3958,685,UPI,SocialMedia,Lucknow,26-35,7,0,1,120,0
D3959,2358,UPI,SocialMedia,Kanpur,36-50,3,0,0,119,0
D3960,248,Card,Referral,Lucknow,26-35,4,0,1,128,1
D3961,590,UPI,SocialMedia,Delhi,18-25,8,0,1,190,1
D3962,745,UPI,Referral,Kanpur,18-25,4,0,1,151,1
D3963,359,BankTransfer,Event,Ghaziabad,36-50,10,1,1,87,1
D3964,614,BankTransfer,SocialMedia,Other,18-25,6,0,1,90,1
D3965,196,BankTransfer,Referral,Lucknow,36-50,12,0,1,126,0
D3966,1615,UPI,Event,Lucknow,18-25,3,0,0,161,0
D3967,373,UPI,SocialMedia,Delhi,26-35,11,1,0,137,1
D3968,2495,UPI,SocialMedia,Lucknow,36-50,6,0,1,131,1
D3969,588,Card,SocialMedia,Kanpur,26-35,2,0,0,143,0
D3970,1236,UPI,SocialMedia,Other,36-50,9,1,1,137,1
D3971,580,Cash,SocialMedia,Other,18-25,3,0,1,85,1
D3972,589,BankTransfer,Website,Kanpur,26-35,2,0,1,217,1
D3973,400,Card,SocialMedia,Kanpur,26-35,7,0,0,106,0
D3974,654,UPI,SocialMedia,Delhi,36-50,10,1,1,149,1
D3975,752,UPI,SocialMedia,Lucknow,18-25,4,0,1,10,1
D3976,348,UPI,Event,Ghaziabad,18-25,8,0,1,124,1
D3977,551,UPI,Referral,Lucknow,36-50,1,0,1,63,0
D3978,393,Card,SocialMedia,Delhi,51+,3,0,0,71,1
D3979,3010,UPI,SocialMedia,Lucknow,36-50,10,1,1,309,0
D3980,565,Card,Event,Kanpur,36-50,1,0,0,157,0
D3981,1775,Cash,Referral,Kanpur,26-35,5,0,1,225,0
D3982,525,UPI,Website,Ghaziabad,26-35,7,0,0,199,0
D3983,722,UPI,Website,Other,36-50,1,0,0,208,0
D3984,239,UPI,Referral,Lucknow,36-50,12,0,0,126,0
D3985,440,UPI,Website,Ghaziabad,36-50,7,0,0,252,0
D3986,697,Card,Referral,Other,36-50,5,0,1,199,1
D3987,1827,Cash,SocialMedia,Ghaziabad,36-50,12,0,1,142,0
D3988,703,BankTransfer,Website,Lucknow,18-25,7,0,0,158,0
D3989,1585,Card,Referral,Kanpur,18-25,9,1,0,130,0
D3990,942,UPI,Referral,Delhi,51+,2,0,1,143,1
D3991,1880,UPI,Event,Delhi,26-35,2,0,0,136,1
D3992,577,UPI,Website,Delhi,18-25,1,0,1,166,1
D3993,3207,UPI,SocialMedia,Ghaziabad,26-35,7,0,0,261,1
D3994,428,BankTransfer,Website,Ghaziabad,26-35,11,1,1,55,1
D3995,352,Card,SocialMedia,Kanpur,36-50,11,1,1,219,1
D3996,258,UPI,Event,Other,36-50,7,0,0,114,0
D3997,3077,UPI,Website,Kanpur,18-25,1,0,1,228,1
D3998,1068,UPI,SocialMedia,Lucknow,26-35,8,0,1,116,0
D3999,476,BankTransfer,SocialMedia,Delhi,18-25,8,0,1,168,0
